,frame-init,frame-end,video-frames,time-init,time-end,video-seconds,score,name
230850,194,246,344,19.34,24.52,34.29,0.3676370680332184,W9XY8
230897,171,359,761,7.04,14.78,31.33,0.8184973001480103,L37YS
230908,202,497,761,8.32,20.46,31.33,0.7330209016799927,L37YS
230880,159,495,761,6.55,20.38,31.33,0.6708398461341858,L37YS
230933,6,72,232,0.48,5.78,18.62,0.7277864217758179,GF6UG
230923,88,232,232,7.06,18.62,18.62,0.6874245405197144,GF6UG
230920,3,51,232,0.24,4.09,18.62,0.6457032561302185,GF6UG
230965,2,80,98,0.19,7.76,9.50,0.36978211998939514,NIPVQ
230955,45,98,98,4.36,9.50,9.50,0.36216458678245544,NIPVQ
230952,0,51,98,0.00,4.94,9.50,0.2903827428817749,NIPVQ
230996,454,501,864,18.13,20.01,34.50,0.4793209731578827,857S9
230997,18,113,864,0.72,4.51,34.50,0.329102098941803,857S9
231005,274,344,864,10.94,13.74,34.50,0.24658586084842682,857S9
231012,41,141,831,1.41,4.86,28.62,0.6407468318939209,ANZ0S
231013,40,186,831,1.38,6.41,28.62,0.5826420187950134,ANZ0S
231019,35,443,831,1.21,15.26,28.62,0.5545099973678589,ANZ0S
231065,358,358,358,32.21,32.21,32.21,0.7329795956611633,8MX1T
231047,330,358,358,29.69,32.21,32.21,0.7059648036956787,8MX1T
231068,253,358,358,22.76,32.21,32.21,0.6935721635818481,8MX1T
231097,356,506,915,11.87,16.87,30.50,0.6447771787643433,20YRU
231083,85,491,915,2.83,16.37,30.50,0.5832070112228394,20YRU
231092,403,504,915,13.43,16.80,30.50,0.5769952535629272,20YRU
231116,147,253,1120,6.12,10.53,46.62,0.6341898441314697,NQKZB
231131,308,365,1120,12.82,15.19,46.62,0.6210199594497681,NQKZB
231115,80,479,1120,3.33,19.94,46.62,0.606882631778717,NQKZB
231162,113,149,712,3.76,4.96,23.71,0.3201669752597809,JPEM7
231156,413,499,712,13.75,16.62,23.71,0.23743590712547302,JPEM7
231141,96,164,712,3.20,5.46,23.71,0.23245778679847717,JPEM7
231193,332,499,958,11.06,16.63,31.92,0.7249557971954346,X1EZQ
231168,152,490,958,5.06,16.33,31.92,0.5959546566009521,X1EZQ
231192,16,365,958,0.53,12.16,31.92,0.5953296422958374,X1EZQ
231211,76,479,889,2.59,16.34,30.33,0.6847152709960938,Q9TIN
231225,341,505,889,11.63,17.23,30.33,0.6281049847602844,Q9TIN
231228,248,483,889,8.46,16.48,30.33,0.6096215844154358,Q9TIN
231261,239,340,648,9.55,13.58,25.88,0.7698540687561035,IGH70
231260,255,425,648,10.18,16.97,25.88,0.7102941870689392,IGH70
231232,217,386,648,8.67,15.42,25.88,0.6159801483154297,IGH70
231292,262,426,575,8.71,14.17,19.12,0.6942821741104126,TTJNS
231289,362,494,575,12.04,16.43,19.12,0.6936224699020386,TTJNS
231293,242,337,575,8.05,11.21,19.12,0.6842949390411377,TTJNS
231317,18,70,831,0.63,2.45,29.04,0.6699260473251343,R13US
231304,8,42,831,0.28,1.47,29.04,0.6646280288696289,R13US
231316,445,501,831,15.55,17.51,29.04,0.5803177356719971,R13US
231348,465,501,1114,15.48,16.68,37.08,0.7391594648361206,2HEUO
231353,431,467,1114,14.35,15.54,37.08,0.6772098541259766,2HEUO
231347,191,226,1114,6.36,7.52,37.08,0.6701914668083191,2HEUO
231369,121,206,738,4.03,6.86,24.58,0.7628545761108398,Z9XLJ
231372,130,232,738,4.33,7.73,24.58,0.7234063744544983,Z9XLJ
231388,271,416,738,9.03,13.86,24.58,0.652509331703186,Z9XLJ
231413,19,58,990,0.63,1.93,32.96,0.6616114377975464,J5TTU
231400,10,40,990,0.33,1.33,32.96,0.6559084057807922,J5TTU
231398,252,287,990,8.39,9.56,32.96,0.5625587701797485,J5TTU
231452,243,443,947,8.09,14.75,31.54,0.7722861170768738,HAR5P
231424,189,450,947,6.29,14.99,31.54,0.7429789304733276,HAR5P
231435,94,482,947,3.13,16.05,31.54,0.6869450807571411,HAR5P
231467,68,468,676,2.83,19.47,28.12,0.7133364677429199,5JVMD
231468,88,326,676,3.66,13.56,28.12,0.6783910989761353,5JVMD
231480,22,322,676,0.92,13.39,28.12,0.6553751230239868,5JVMD
231512,5,138,138,0.50,13.71,13.71,0.7015535831451416,MVO1W
231499,46,138,138,4.57,13.71,13.71,0.6935918927192688,MVO1W
231493,1,138,138,0.10,13.71,13.71,0.3534461557865143,MVO1W
231548,230,476,589,12.04,24.92,30.83,0.7366998195648193,H5DQ6
231545,333,499,589,17.43,26.12,30.83,0.70924973487854,H5DQ6
231520,178,465,589,9.32,24.34,30.83,0.702916145324707,H5DQ6
231559,351,420,488,11.69,13.99,16.25,0.645089328289032,M0KKW
231577,379,448,488,12.62,14.92,16.25,0.604887843132019,M0KKW
231564,144,221,488,4.80,7.36,16.25,0.5371094942092896,M0KKW
231593,130,175,787,4.33,5.83,26.21,0.7326289415359497,4D7GX
231587,124,164,787,4.13,5.46,26.21,0.6382903456687927,4D7GX
231610,116,153,787,3.86,5.10,26.21,0.6331994533538818,4D7GX
231627,69,286,286,2.30,9.54,9.54,0.6136342883110046,OGA0C
231616,206,286,286,6.87,9.54,9.54,0.5036309957504272,OGA0C
231644,262,286,286,8.74,9.54,9.54,0.4975436329841614,OGA0C
231659,75,478,885,2.50,15.91,29.46,0.6969172954559326,UOBM0
231676,259,457,885,8.62,15.21,29.46,0.6832617521286011,UOBM0
231673,359,502,885,11.95,16.71,29.46,0.5978569388389587,UOBM0
231701,41,82,819,1.64,3.27,32.71,0.550331711769104,YBW3D
231684,69,111,819,2.76,4.43,32.71,0.5375548601150513,YBW3D
231691,75,481,819,3.00,19.21,32.71,0.5337659120559692,YBW3D
231712,170,464,2087,5.67,15.47,69.58,0.7017620801925659,BTR60
231723,59,459,2087,1.97,15.30,69.58,0.6898327469825745,BTR60
231740,228,469,2087,7.60,15.64,69.58,0.6590720415115356,BTR60
231769,350,497,762,13.99,19.87,30.46,0.7106637954711914,8WQOP
231772,266,449,762,10.63,17.95,30.46,0.6800974607467651,8WQOP
231755,63,470,762,2.52,18.79,30.46,0.6589428186416626,8WQOP
231796,424,500,827,15.32,18.07,29.88,0.49487751722335815,GNA1H
231783,347,418,827,12.54,15.10,29.88,0.48033395409584045,GNA1H
231787,79,466,827,2.85,16.84,29.88,0.4682450294494629,GNA1H
231836,249,438,828,8.29,14.59,27.58,0.6492377519607544,RYXCI
231837,238,348,828,7.93,11.59,27.58,0.6284774541854858,RYXCI
231808,202,408,828,6.73,13.59,27.58,0.6031193733215332,RYXCI
231865,388,458,458,25.69,30.33,30.33,0.6419268250465393,4L664
231851,67,458,458,4.44,30.33,30.33,0.5943461656570435,4L664
231860,427,458,458,28.28,30.33,30.33,0.5710739493370056,4L664
231872,157,503,1663,5.24,16.77,55.46,0.7635195255279541,UCPP8
231900,216,505,1663,7.20,16.84,55.46,0.7587100863456726,UCPP8
231883,72,468,1663,2.40,15.61,55.46,0.7498953342437744,UCPP8
231913,128,193,738,5.33,8.04,30.75,0.5956702828407288,NJU3G
231925,20,101,738,0.83,4.21,30.75,0.5682625770568848,NJU3G
231924,420,498,738,17.50,20.75,30.75,0.55231773853302,NJU3G
231964,235,474,896,7.82,15.78,29.83,0.6829854249954224,DGPR1
231947,58,463,896,1.93,15.41,29.83,0.6721531748771667,DGPR1
231940,17,159,896,0.57,5.29,29.83,0.550408661365509,DGPR1
231988,439,501,884,15.06,17.19,30.33,0.5508154630661011,4KZHT
231993,417,476,884,14.31,16.33,30.33,0.28890153765678406,4KZHT
231989,23,69,884,0.79,2.37,30.33,0.2554604709148407,4KZHT
232025,330,504,775,10.98,16.77,25.79,0.6044762134552002,FQWTE
232009,111,237,775,3.69,7.89,25.79,0.43051576614379883,FQWTE
232019,165,251,775,5.49,8.35,25.79,0.3927685022354126,FQWTE
232043,71,477,939,2.63,17.65,34.75,0.6496155858039856,YQCYJ
232057,361,498,939,13.36,18.43,34.75,0.6334540247917175,YQCYJ
232053,12,88,939,0.44,3.26,34.75,0.5881632566452026,YQCYJ
232075,59,462,759,2.45,19.22,31.58,0.6905609369277954,5LH8B
232085,11,92,759,0.46,3.83,31.58,0.6819372773170471,5LH8B
232089,358,505,759,14.90,21.01,31.58,0.5792329907417297,5LH8B
232117,10,77,777,0.60,4.60,46.46,0.6486268639564514,EF8O4
232104,7,51,777,0.42,3.05,46.46,0.5460325479507446,EF8O4
232116,426,502,777,25.47,30.02,46.46,0.48224183917045593,EF8O4
232156,240,461,1032,8.00,15.36,34.38,0.7612468004226685,EQ4GN
232133,38,222,1032,1.27,7.40,34.38,0.7252693176269531,EQ4GN
232139,50,452,1032,1.67,15.06,34.38,0.6902201175689697,EQ4GN
232167,334,410,660,11.11,13.64,21.96,0.709562361240387,9IY50
232188,290,424,660,9.65,14.11,21.96,0.6800198554992676,9IY50
232187,308,389,660,10.25,12.94,21.96,0.6593536734580994,9IY50
232203,62,467,665,2.07,15.60,22.21,0.642152726650238,VTIUW
232220,202,489,665,6.75,16.33,22.21,0.5884081721305847,VTIUW
232192,158,480,665,5.28,16.03,22.21,0.5784732103347778,VTIUW
232231,275,492,915,9.17,16.40,30.50,0.8176509141921997,974PN
232252,251,488,915,8.37,16.27,30.50,0.7951245307922363,974PN
232235,65,461,915,2.17,15.37,30.50,0.7559287548065186,974PN
232276,438,502,906,14.60,16.74,30.21,0.4853813350200653,S38BY
232267,84,486,906,2.80,16.21,30.21,0.47449058294296265,S38BY
232277,18,72,906,0.60,2.40,30.21,0.4615260362625122,S38BY
232299,68,470,594,2.71,18.76,23.71,0.7278298139572144,PB0TU
232312,30,418,594,1.20,16.68,23.71,0.7059085369110107,PB0TU
232316,199,505,594,7.94,20.16,23.71,0.6299114227294922,PB0TU
232331,56,446,770,2.33,18.56,32.04,0.8033875823020935,DJ6ZW
232325,33,249,770,1.37,10.36,32.04,0.7522647976875305,DJ6ZW
232348,214,492,770,8.90,20.47,32.04,0.7207176685333252,DJ6ZW
232381,239,344,398,9.93,14.30,16.54,0.6524510383605957,6ERRL
232352,172,398,398,7.15,16.54,16.54,0.6415863037109375,6ERRL
232363,38,398,398,1.58,16.54,16.54,0.6366736888885498,6ERRL
232409,345,500,659,14.35,20.80,27.42,0.714640736579895,V2BCZ
232396,122,271,659,5.08,11.28,27.42,0.7043313980102539,V2BCZ
232395,88,484,659,3.66,20.14,27.42,0.6815248727798462,V2BCZ
232444,203,488,798,8.46,20.33,33.25,0.7155739068984985,P2UBC
232427,73,473,798,3.04,19.71,33.25,0.6877848505973816,P2UBC
232441,322,504,798,13.42,21.00,33.25,0.6635947227478027,P2UBC
232459,66,475,915,2.20,15.81,30.46,0.6519782543182373,E6P07
232457,112,229,915,3.73,7.62,30.46,0.6318954229354858,E6P07
232468,408,501,915,13.58,16.68,30.46,0.5969431400299072,E6P07
232508,212,340,340,14.08,22.58,22.58,0.6967684030532837,UBUKL
232480,156,340,340,10.36,22.58,22.58,0.6874266266822815,UBUKL
232491,66,340,340,4.38,22.58,22.58,0.6326321363449097,UBUKL
232523,52,452,634,2.16,18.81,26.38,0.6916521787643433,BBYHD
232537,367,496,634,15.27,20.64,26.38,0.5967739820480347,BBYHD
232512,206,413,634,8.57,17.18,26.38,0.5713679790496826,BBYHD
232570,93,159,889,3.10,5.30,29.62,0.6165834665298462,RIV6I
232549,80,162,889,2.67,5.40,29.62,0.5347601771354675,RIV6I
232555,75,475,889,2.50,15.83,29.62,0.5260658264160156,RIV6I
232576,141,166,166,4.67,5.50,5.50,0.6611534357070923,0VQCH
232587,55,166,166,1.82,5.50,5.50,0.6271131634712219,0VQCH
232593,135,166,166,4.47,5.50,5.50,0.5541108846664429,0VQCH
232616,9,46,920,0.30,1.54,30.75,0.5968633890151978,AVSN8
232629,14,65,920,0.47,2.17,30.75,0.5945224761962891,AVSN8
232628,442,501,920,14.77,16.75,30.75,0.49436646699905396,AVSN8
232660,422,498,824,14.08,16.62,27.50,0.7131847143173218,2ECXI
232668,314,415,824,10.48,13.85,27.50,0.6941754817962646,2ECXI
232665,394,492,824,13.15,16.42,27.50,0.6926938891410828,2ECXI
232701,248,381,1080,8.27,12.70,36.00,0.7103302478790283,9IO0Y
232700,237,477,1080,7.90,15.90,36.00,0.6959903240203857,9IO0Y
232683,81,477,1080,2.70,15.90,36.00,0.66050785779953,9IO0Y
232721,162,343,523,9.52,20.17,30.75,0.7510889768600464,RPPCV
232728,39,344,523,2.29,20.23,30.75,0.6161026358604431,RPPCV
232704,170,383,523,10.00,22.52,30.75,0.6025977730751038,RPPCV
232756,446,500,1015,15.01,16.83,34.17,0.7085369825363159,L347E
232761,415,491,1015,13.97,16.53,34.17,0.655523419380188,L347E
232747,88,484,1015,2.96,16.29,34.17,0.5396989583969116,L347E
232785,235,276,303,23.49,27.59,30.29,0.6672663688659668,DG33V
232774,252,294,303,25.19,29.39,30.29,0.629048764705658,DG33V
232776,5,33,303,0.50,3.30,30.29,0.5910490155220032,DG33V
232828,244,448,881,8.14,14.94,29.38,0.7544869184494019,RNCN8
232825,307,503,881,10.24,16.77,29.38,0.6156180500984192,RNCN8
232807,279,440,881,9.30,14.67,29.38,0.6121879816055298,RNCN8
232832,198,450,1074,6.60,15.00,35.79,0.746436595916748,GA4EI
232860,250,463,1074,8.33,15.43,35.79,0.7437279224395752,GA4EI
232861,246,352,1074,8.20,11.73,35.79,0.6949553489685059,GA4EI
232891,294,370,907,9.81,12.34,30.25,0.7002708911895752,YXQWH
232873,122,206,907,4.07,6.87,30.25,0.6970624923706055,YXQWH
232876,131,231,907,4.37,7.70,30.25,0.5900517702102661,YXQWH
232921,344,498,575,13.74,19.89,22.96,0.7442652583122253,BP94L
232907,93,488,575,3.71,19.49,22.96,0.5752822160720825,BP94L
232924,243,487,575,9.70,19.45,22.96,0.5350695252418518,BP94L
232939,59,467,736,2.52,19.96,31.46,0.697532057762146,XXCS6
232949,7,100,736,0.30,4.27,31.46,0.5537439584732056,XXCS6
232932,7,150,736,0.30,6.41,31.46,0.524641752243042,XXCS6
232980,442,450,450,14.69,14.96,14.96,0.6668359041213989,VS2RI
232987,310,373,450,10.31,12.40,14.96,0.6172414422035217,VS2RI
232969,121,182,450,4.02,6.05,14.96,0.5782016515731812,VS2RI
233017,360,500,1161,11.99,16.65,38.67,0.7222880125045776,BLFEV
232999,341,429,1161,11.36,14.29,38.67,0.6615058779716492,BLFEV
233020,298,439,1161,9.93,14.62,38.67,0.5984652042388916,BLFEV
233031,314,432,942,10.47,14.41,31.42,0.7726231813430786,TW2F4
233052,261,446,942,8.71,14.88,31.42,0.7448481321334839,TW2F4
233049,352,487,942,11.74,16.24,31.42,0.731177568435669,TW2F4
233084,245,484,1004,8.17,16.13,33.46,0.7565566897392273,LIP4U
233063,275,483,1004,9.16,16.10,33.46,0.7232521772384644,LIP4U
233056,182,496,1004,6.07,16.53,33.46,0.7102545499801636,LIP4U
233113,352,503,1052,11.74,16.77,35.08,0.707526445388794,KC863
233116,240,494,1052,8.00,16.47,35.08,0.6794207692146301,KC863
233088,171,495,1052,5.70,16.51,35.08,0.6656016111373901,KC863
233148,225,442,633,9.34,18.36,26.29,0.6276792883872986,BY6ZZ
233120,176,436,633,7.31,18.11,26.29,0.6215378642082214,BY6ZZ
233132,119,297,633,4.94,12.34,26.29,0.5972746014595032,BY6ZZ
233180,245,434,434,8.16,14.46,14.46,0.7123116254806519,LK3BW
233163,61,434,434,2.03,14.46,14.46,0.6991708278656006,LK3BW
233152,178,434,434,5.93,14.46,14.46,0.6268755197525024,LK3BW
233195,81,476,952,2.70,15.86,31.71,0.6960878372192383,NZCG8
233212,231,488,952,7.69,16.25,31.71,0.6747915148735046,NZCG8
233184,176,488,952,5.86,16.25,31.71,0.5948666930198669,NZCG8
233227,58,459,915,1.97,15.61,31.12,0.7503043413162231,T35WB
233244,224,496,915,7.62,16.87,31.12,0.743037760257721,T35WB
233216,154,501,915,5.24,17.04,31.12,0.6831332445144653,T35WB
233248,161,480,916,5.36,15.98,30.50,0.7478879690170288,ZXTY5
233276,219,486,916,7.29,16.18,30.50,0.7327710390090942,ZXTY5
233259,51,457,916,1.70,15.22,30.50,0.6844862103462219,ZXTY5
233305,390,493,916,13.00,16.44,30.54,0.6472966074943542,XBRO4
233300,438,502,916,14.60,16.74,30.54,0.5641030073165894,XBRO4
233287,360,421,916,12.00,14.04,30.54,0.4637376666069031,XBRO4
233337,336,502,997,11.21,16.74,33.25,0.6497913599014282,FFBK3
233340,266,461,997,8.87,15.37,33.25,0.6470325589179993,FFBK3
233339,291,386,997,9.70,12.87,33.25,0.6331517696380615,FFBK3
233371,285,357,1036,9.50,11.90,34.54,0.5824633836746216,7FTZR
233373,268,331,1036,8.94,11.04,34.54,0.5776469707489014,7FTZR
233364,423,503,1036,14.10,16.77,34.54,0.529381513595581,7FTZR
233404,215,488,731,7.17,16.28,24.38,0.7744107246398926,ED6VQ
233376,171,488,731,5.70,16.28,24.38,0.7691938877105713,ED6VQ
233387,57,458,731,1.90,15.28,24.38,0.7313535213470459,ED6VQ
233436,277,430,884,9.23,14.33,29.46,0.6999520659446716,0WHOH
233419,71,473,884,2.37,15.76,29.46,0.668581485748291,0WHOH
233433,352,499,884,11.73,16.63,29.46,0.6490439176559448,0WHOH
233465,399,474,931,13.30,15.80,31.04,0.6475010514259338,SHZ84
233459,176,227,931,5.87,7.57,31.04,0.6418771147727966,SHZ84
233460,443,499,931,14.77,16.64,31.04,0.6074680089950562,SHZ84
233497,409,486,801,16.34,19.42,32.00,0.7663955688476562,VX82P
233481,136,180,801,5.43,7.19,32.00,0.7270684242248535,VX82P
233492,428,497,801,17.10,19.86,32.00,0.7229784727096558,VX82P
233525,6,55,315,0.20,1.84,10.54,0.2789108455181122,7UU9S
233512,3,36,315,0.10,1.20,10.54,0.23724433779716492,7UU9S
233515,130,315,315,4.35,10.54,10.54,0.05013775825500488,7UU9S
233547,38,79,79,1.26,2.62,2.62,0.5748896598815918,QQM8M
233540,19,79,79,0.63,2.62,2.62,0.5272588729858398,QQM8M
233541,22,79,79,0.73,2.62,2.62,0.49771857261657715,QQM8M
233579,70,474,870,2.40,16.28,29.88,0.6230138540267944,TM0RL
233596,257,440,870,8.83,15.11,29.88,0.6213113069534302,TM0RL
233593,342,500,870,11.75,17.17,29.88,0.6091986894607544,TM0RL
233620,445,498,732,18.52,20.72,30.46,0.6747136116027832,1YBKW
233603,112,161,732,4.66,6.70,30.46,0.6550710797309875,1YBKW
233626,100,146,732,4.16,6.08,30.46,0.6502315998077393,1YBKW
233643,70,471,940,2.36,15.87,31.67,0.6915344595909119,V3B51
233660,227,483,940,7.65,16.27,31.67,0.683395504951477,V3B51
233632,157,451,940,5.29,15.19,31.67,0.5676800012588501,V3B51
233683,185,224,895,6.16,7.46,29.79,0.6647223234176636,IHGNV
233668,70,102,895,2.33,3.40,29.79,0.6633435487747192,IHGNV
233685,34,71,895,1.13,2.36,29.79,0.6489806175231934,IHGNV
233716,446,496,720,17.81,19.81,28.75,0.23117271065711975,2LMQF
233704,7,37,720,0.28,1.48,28.75,0.09332388639450073,2LMQF
233721,408,449,720,16.29,17.93,28.75,0.05956640839576721,2LMQF
233756,203,488,935,6.76,16.24,31.12,0.7719899415969849,9PP4V
233728,156,488,935,5.19,16.24,31.12,0.7281447649002075,9PP4V
233739,62,466,935,2.06,15.51,31.12,0.7239454984664917,9PP4V
233771,53,459,899,1.77,15.30,29.96,0.6538993120193481,KJ8G2
233772,99,308,899,3.30,10.26,29.96,0.6181480884552002,KJ8G2
233788,231,468,899,7.70,15.60,29.96,0.5768122673034668,KJ8G2
233792,154,314,314,10.24,20.88,20.88,0.7958139181137085,DM2HW
233820,192,314,314,12.77,20.88,20.88,0.7921024560928345,DM2HW
233803,65,314,314,4.32,20.88,20.88,0.6833719611167908,DM2HW
233852,222,502,1503,7.40,16.74,50.12,0.7635396122932434,34DKM
233835,69,470,1503,2.30,15.67,50.12,0.7464715242385864,34DKM
233831,260,499,1503,8.67,16.64,50.12,0.7188205718994141,34DKM
233867,51,457,967,1.70,15.22,32.21,0.6685267686843872,2WW04
233884,233,485,967,7.76,16.15,32.21,0.6553534269332886,2WW04
233856,165,467,967,5.50,15.56,32.21,0.626517653465271,2WW04
233899,56,251,251,3.71,16.62,16.62,0.6578457355499268,5776I
233900,83,251,251,5.50,16.62,16.62,0.5584779977798462,5776I
233897,87,249,251,5.76,16.49,16.62,0.5462708473205566,5776I
233931,76,357,357,4.74,22.25,22.25,0.5731202960014343,NSUHV
233945,351,357,357,21.88,22.25,22.25,0.5464720726013184,NSUHV
233941,7,65,357,0.44,4.05,22.25,0.5291813015937805,NSUHV
233961,111,214,590,3.69,7.12,19.62,0.7280493974685669,BPDTY
233972,420,496,590,13.97,16.49,19.62,0.6831402778625488,BPDTY
233977,386,492,590,12.84,16.36,19.62,0.6785033345222473,BPDTY
233991,342,417,674,11.38,13.87,22.42,0.6388137340545654,MFSGO
234012,284,426,674,9.45,14.17,22.42,0.6374317407608032,MFSGO
234009,383,478,674,12.74,15.90,22.42,0.6119787693023682,MFSGO
234044,227,482,922,7.57,16.08,30.75,0.6293323636054993,RQJWI
234027,66,469,922,2.20,15.64,30.75,0.6267635822296143,RQJWI
234016,172,483,922,5.74,16.11,30.75,0.5801205039024353,RQJWI
234059,65,473,907,2.17,15.78,30.25,0.6695961356163025,USXHZ
234053,49,183,907,1.63,6.10,30.25,0.5926396250724792,USXHZ
234052,49,151,907,1.63,5.04,30.25,0.538704514503479,USXHZ
234105,337,503,530,20.16,30.09,31.71,0.6679151058197021,3LLSZ
234092,108,276,530,6.46,16.51,31.71,0.667626142501831,3LLSZ
234089,113,206,530,6.76,12.33,31.71,0.61455899477005,3LLSZ
234129,119,390,444,7.92,25.95,29.54,0.7519046664237976,UJXLL
234112,136,444,444,9.05,29.54,29.54,0.745768666267395,UJXLL
234123,58,444,444,3.86,29.54,29.54,0.7197413444519043,UJXLL
234164,423,499,1050,14.17,16.71,35.17,0.6732543706893921,4VODV
234156,163,204,1050,5.46,6.83,35.17,0.6524741649627686,4VODV
234169,394,481,1050,13.20,16.11,35.17,0.6318215131759644,4VODV
234204,219,499,917,7.31,16.66,30.62,0.6677565574645996,SCCZG
234201,326,506,917,10.89,16.90,30.62,0.6436005234718323,SCCZG
234176,139,500,917,4.64,16.70,30.62,0.6228047609329224,SCCZG
234216,4,33,401,0.26,2.18,26.54,0.6800599694252014,O1ILB
234229,12,53,401,0.79,3.51,26.54,0.6210572123527527,O1ILB
234227,178,211,401,11.78,13.96,26.54,0.5124725103378296,O1ILB
234268,251,418,658,10.44,17.39,27.38,0.7054595947265625,0RROG
234240,227,393,658,9.45,16.35,27.38,0.6285111904144287,0RROG
234260,415,501,658,17.27,20.85,27.38,0.611903190612793,0RROG
234297,382,489,920,12.73,16.30,30.67,0.743869423866272,5HWX0
234279,347,426,920,11.57,14.20,30.67,0.7191439867019653,5HWX0
234284,155,232,920,5.17,7.73,30.67,0.7167273759841919,5HWX0
234315,58,460,885,1.93,15.31,29.46,0.6909477710723877,ZBBP9
234332,231,473,885,7.69,15.75,29.46,0.6633354425430298,ZBBP9
234304,154,479,885,5.13,15.95,29.46,0.6238869428634644,ZBBP9
234344,9,39,907,0.30,1.30,30.29,0.6057215929031372,XJH5D
234356,422,501,907,14.09,16.73,30.29,0.5914740562438965,XJH5D
234342,258,293,907,8.62,9.78,30.29,0.5903666019439697,XJH5D
234379,66,471,621,2.63,18.80,24.79,0.7026089429855347,U6XPZ
234396,228,496,621,9.10,19.80,24.79,0.6887466907501221,U6XPZ
234368,154,503,621,6.15,20.08,24.79,0.548649251461029,U6XPZ
234420,438,499,826,14.60,16.64,27.54,0.6101855039596558,TF6P8
234425,401,483,826,13.37,16.10,27.54,0.5801681280136108,TF6P8
234407,356,408,826,11.87,13.60,27.54,0.5302221775054932,TF6P8
234432,173,481,753,6.09,16.93,26.50,0.7488589286804199,4ETXZ
234460,223,484,753,7.85,17.03,26.50,0.7396109104156494,4ETXZ
234457,350,500,753,12.32,17.60,26.50,0.7147473096847534,4ETXZ
234492,275,424,545,16.51,25.45,32.71,0.7116647958755493,3CAPI
234484,432,494,545,25.93,29.65,32.71,0.7031594514846802,3CAPI
234464,229,403,545,13.74,24.19,32.71,0.6994158029556274,3CAPI
234508,106,295,739,4.23,11.78,29.50,0.7575394511222839,9MOH2
234513,135,331,739,5.39,13.21,29.50,0.7290125489234924,9MOH2
234521,343,498,739,13.69,19.88,29.50,0.6598070859909058,9MOH2
234557,257,342,523,8.56,11.39,17.42,0.8122068047523499,9N44Y
234555,273,365,523,9.09,12.16,17.42,0.7746814489364624,9N44Y
234553,386,492,523,12.86,16.39,17.42,0.645381510257721,9N44Y
234585,379,494,1066,12.66,16.51,35.62,0.719955563545227,YPIKO
234572,160,231,1066,5.35,7.72,35.62,0.5943413972854614,YPIKO
234580,428,501,1066,14.30,16.74,35.62,0.5325052738189697,YPIKO
234603,73,475,1413,2.43,15.83,47.08,0.7193750143051147,VX39P
234592,207,443,1413,6.90,14.76,47.08,0.6645262241363525,VX39P
234620,265,452,1413,8.83,15.06,47.08,0.6550027132034302,VX39P
234651,284,372,526,17.05,22.33,31.58,0.7950429916381836,RYK18
234649,371,494,526,22.27,29.66,31.58,0.7178010940551758,RYK18
234653,270,351,526,16.21,21.07,31.58,0.6851542592048645,RYK18
234668,143,220,220,5.93,9.12,9.12,0.7820476293563843,DP1TV
234673,153,220,220,6.34,9.12,9.12,0.6265748739242554,DP1TV
234675,162,220,220,6.72,9.12,9.12,0.5865510702133179,DP1TV
234697,116,209,871,3.87,6.97,29.04,0.7181143760681152,6I0IH
234699,66,470,871,2.20,15.67,29.04,0.6790011525154114,6I0IH
234696,9,52,871,0.30,1.73,29.04,0.5657370090484619,6I0IH
234731,94,488,710,3.76,19.51,28.38,0.6283785700798035,NEE6E
234745,352,502,710,14.07,20.07,28.38,0.6270387172698975,NEE6E
234740,391,502,710,15.63,20.07,28.38,0.5163934230804443,NEE6E
234759,339,417,791,11.31,13.91,26.38,0.7387672662734985,7Z2KR
234772,415,497,791,13.84,16.58,26.38,0.7274027466773987,7Z2KR
234777,397,492,791,13.24,16.41,26.38,0.7157076597213745,7Z2KR
234795,60,458,1078,2.40,18.30,43.08,0.7474575638771057,FC2TJ
234812,228,489,1078,9.11,19.54,43.08,0.7460088729858398,FC2TJ
234784,167,489,1078,6.67,19.54,43.08,0.7178690433502197,FC2TJ
234844,217,491,772,9.03,20.43,32.12,0.7422046661376953,20NI0
234827,54,446,772,2.25,18.56,32.12,0.7346365451812744,20NI0
234816,172,490,772,7.16,20.39,32.12,0.7331192493438721,20NI0
234876,270,413,714,8.97,13.71,23.71,0.6847327351570129,I6NJ6
234859,109,488,714,3.62,16.21,23.71,0.6603964567184448,I6NJ6
234873,337,500,714,11.19,16.60,23.71,0.6391607522964478,I6NJ6
234891,61,467,804,2.44,18.66,32.12,0.6723174452781677,9MOQ7
234908,223,483,804,8.91,19.30,32.12,0.6556000113487244,9MOQ7
234905,325,506,804,12.98,20.21,32.12,0.6506950855255127,9MOQ7
234940,237,306,306,23.01,29.71,29.71,0.7042953968048096,UZIQS
234941,234,306,306,22.72,29.71,29.71,0.6382489204406738,UZIQS
234923,61,306,306,5.92,29.71,29.71,0.6034340858459473,UZIQS
234972,231,465,914,7.70,15.50,30.46,0.7168139815330505,ZXN6A
234944,173,470,914,5.77,15.66,30.46,0.6928608417510986,ZXN6A
234955,56,460,914,1.87,15.33,30.46,0.6559625864028931,ZXN6A
235002,98,149,925,3.27,4.97,30.83,0.6645770072937012,13MWT
235003,302,351,925,10.07,11.70,30.83,0.6606020927429199,13MWT
234988,143,219,925,4.77,7.30,30.83,0.6382545828819275,13MWT
